ROW_INDEX,NV_APL_DATE,NV_DAY_NUM,NV_PEOPLE_NUM,NV_PLACE_NM
項目,申請入山日期,天數,人數,前往山域
20413,107年04月06日,2,1,合歡山(南投縣仁愛鄉)
20414,107年04月06日,2,2,奇萊主北峰(南投縣仁愛鄉)/奇萊主北峰(花蓮縣秀林鄉)
20415,107年04月07日,2,2,松蘿湖(宜蘭縣大同鄉)
20416,107年04月07日,1,1,郡大山(南投縣信義鄉)
20417,107年04月07日,1,2,鳶嘴山(臺中市和平區)
20418,107年04月07日,1,1,郡大山(南投縣信義鄉)
20419,107年04月07日,1,5,檜谷山莊(屏東縣泰武鄉)
20420,107年04月07日,1,2,瓦拉米(花蓮縣卓溪鄉)
20421,107年04月07日,1,2,檜谷山莊(屏東縣泰武鄉)
20422,107年04月07日,1,2,檜谷山莊(屏東縣泰武鄉)
20423,107年04月07日,1,3,瓦拉米(花蓮縣卓溪鄉)
20424,107年04月07日,1,3,小關山林道(高雄市桃源區)
20425,107年04月07日,1,2,鳶嘴山(臺中市和平區)/稍來山(臺中市和平區)
20426,107年04月07日,1,2,松蘿湖(宜蘭縣大同鄉)
20427,107年04月07日,1,10,鳶嘴山(臺中市和平區)
20428,107年04月07日,1,14,雪見(苗栗縣泰安鄉)
20429,107年04月07日,1,4,松蘿湖(宜蘭縣大同鄉)
20430,107年04月07日,1,5,檜谷山莊(屏東縣泰武鄉)
20431,107年04月07日,1,2,郡大山(南投縣信義鄉)
20432,107年04月07日,1,6,鳶嘴山(臺中市和平區)
20433,107年04月07日,1,3,鳶嘴山(臺中市和平區)
20434,107年04月07日,1,8,稍來山(臺中市和平區)/鳶嘴山(臺中市和平區)
20435,107年04月07日,1,2,鳶嘴山(臺中市和平區)
20436,107年04月07日,1,3,鳶嘴山(臺中市和平區)
20437,107年04月07日,1,19,郡大山(南投縣信義鄉)
20438,107年04月07日,1,3,鳶嘴山(臺中市和平區)
20439,107年04月07日,1,5,玉山前峰(嘉義縣阿里山鄉)
20440,107年04月07日,1,5,郡大山(南投縣信義鄉)
20441,107年04月07日,1,3,錐麓古道(花蓮縣秀林鄉)
20442,107年04月07日,1,2,鳶嘴山(臺中市和平區)
20443,107年04月07日,2,7,松蘿湖(宜蘭縣大同鄉)
20444,107年04月07日,2,2,日湯真山(屏東縣泰武鄉)
20445,107年04月07日,2,4,玉山主峰(嘉義縣阿里山鄉)
20446,107年04月07日,1,8,北大武山(屏東縣泰武鄉)
20447,107年04月07日,1,2,玉山主峰(嘉義縣阿里山鄉)
20448,107年04月07日,1,9,雪見(苗栗縣泰安鄉)
20449,107年04月07日,2,4,松蘿湖(宜蘭縣大同鄉)
20450,107年04月07日,1,4,轆轆溫泉(臺東縣海端鄉)
20451,107年04月07日,1,3,玉山主峰(嘉義縣阿里山鄉)
20452,107年04月07日,1,7,玉山主峰(嘉義縣阿里山鄉)
20453,107年04月07日,1,4,塔蔓山(桃園市復興區)
20454,107年04月07日,2,2,雪山主東峰(臺中市和平區)
20455,107年04月07日,1,2,鳶嘴山(臺中市和平區)/稍來山(臺中市和平區)
20456,107年04月07日,1,2,大同部落(花蓮縣秀林鄉)
20457,107年04月07日,1,2,屋我尾山(臺中市和平區)
20458,107年04月07日,2,3,大同部落(花蓮縣秀林鄉)
20459,107年04月07日,1,3,鳶嘴山(臺中市和平區)
20460,107年04月07日,1,4,雪見(苗栗縣泰安鄉)
20461,107年04月07日,1,1,檜谷山莊(屏東縣泰武鄉)
20462,107年04月07日,1,6,塔蔓山(桃園市復興區)
20463,107年04月07日,2,21,塔蔓山(桃園市復興區)
20464,107年04月07日,1,2,雪見(苗栗縣泰安鄉)
20465,107年04月07日,1,2,鳶嘴山(臺中市和平區)
20466,107年04月07日,2,2,大同部落(花蓮縣秀林鄉)
20467,107年04月07日,2,1,郡大林道(南投縣信義鄉)
20468,107年04月07日,1,4,雪見(苗栗縣泰安鄉)
20469,107年04月07日,2,2,合歡西北峰(南投縣仁愛鄉)
20470,107年04月07日,1,2,鳶嘴山(臺中市和平區)
20471,107年04月07日,1,4,大禮部落(花蓮縣秀林鄉)
20472,107年04月07日,1,4,浸水營古道(屏東縣春日鄉)
20473,107年04月07日,2,13,大同山區(花蓮縣秀林鄉)
20474,107年04月07日,1,2,雪見(苗栗縣泰安鄉)
20475,107年04月07日,1,3,鳶嘴山(臺中市和平區)
20476,107年04月07日,1,1,雪見(苗栗縣泰安鄉)
20477,107年04月07日,1,2,鳶嘴山(臺中市和平區)
20478,107年04月07日,2,2,郡大林道(南投縣信義鄉)/郡大山(南投縣信義鄉)
20479,107年04月07日,1,2,大同山區(花蓮縣秀林鄉)
20480,107年04月07日,1,6,玉山主峰(嘉義縣阿里山鄉)
20481,107年04月07日,2,1,郡大山(南投縣信義鄉)
20482,107年04月07日,1,343,霧台村(屏東縣霧臺鄉)
20483,107年04月07日,1,342,霧台村(屏東縣霧臺鄉)
20484,107年04月07日,1,302,霧台村(屏東縣霧臺鄉)
20485,107年04月07日,1,334,霧台村(屏東縣霧臺鄉)
20486,107年04月07日,1,6,鳶嘴山(臺中市和平區)
20487,107年04月07日,1,2,合歡北峰(南投縣仁愛鄉)/合歡西峰(南投縣仁愛鄉)
20488,107年04月07日,1,3,合歡北峰(南投縣仁愛鄉)
20489,107年04月07日,1,1,北大武山(屏東縣泰武鄉)
20490,107年04月07日,1,2,武陵四秀(臺中市和平區)
20491,107年04月07日,1,5,北大武山(屏東縣泰武鄉)
20492,107年04月07日,4,8,三叉向陽嘉明湖(高雄市桃源區)/三叉向陽嘉明湖(臺東縣海端鄉)
20493,107年04月07日,1,2,北大武山(屏東縣泰武鄉)
20494,107年04月07日,3,4,大霸群峰(苗栗縣泰安鄉)
20495,107年04月07日,1,5,東卯山(臺中市和平區)
20496,107年04月07日,1,1,160林道(宜蘭縣大同鄉)
20497,107年04月07日,2,2,三叉向陽嘉明湖(臺東縣海端鄉)
20498,107年04月07日,7,8,三叉向陽嘉明湖(高雄市桃源區)/雲峰(高雄市桃源區)/塔芬山(高雄市桃源區)/大水窟山(南投縣信義鄉)/秀姑巒山(南投縣信義鄉)/八通關山(南投縣信義鄉)
20499,107年04月07日,2,3,北大武山(屏東縣泰武鄉)
20500,107年04月07日,1,3,池有山(臺中市和平區)
20501,107年04月07日,3,3,武陵四秀(臺中市和平區)
20502,107年04月07日,2,3,畢祿山(南投縣仁愛鄉)/畢祿山(花蓮縣秀林鄉)/羊頭山(花蓮縣秀林鄉)/鋸山(花蓮縣秀林鄉)
20503,107年04月07日,2,2,畢祿山(南投縣仁愛鄉)/畢祿山(花蓮縣秀林鄉)/羊頭山(花蓮縣秀林鄉)/鋸山(花蓮縣秀林鄉)
20504,107年04月07日,3,7,嘉明湖(臺東縣海端鄉)
20505,107年04月07日,2,2,玉山主峰(嘉義縣阿里山鄉)
20506,107年04月07日,3,3,雪山主東峰(臺中市和平區)
20507,107年04月07日,1,1,錐麓古道(花蓮縣秀林鄉)
20508,107年04月07日,4,2,嘉明湖(臺東縣海端鄉)
20509,107年04月07日,1,7,錐麓古道(花蓮縣秀林鄉)
20510,107年04月07日,2,2,玉山群峰(嘉義縣阿里山鄉)
20511,107年04月07日,2,2,嘉明湖(高雄市桃源區)/嘉明湖(臺東縣海端鄉)
20512,107年04月07日,2,16,花蓮縣萬榮鄉各村(花蓮縣萬榮鄉)
20513,107年04月07日,1,2,108林班地(臺中市和平區)
20514,107年04月07日,3,2,武陵四秀(臺中市和平區)
20515,107年04月07日,3,8,北大武山(屏東縣泰武鄉)
20516,107年04月07日,3,8,大霸群峰(苗栗縣泰安鄉)
20517,107年04月07日,3,3,奇萊主北峰(南投縣仁愛鄉)/奇萊主北峰(花蓮縣秀林鄉)/奇萊主山(南投縣仁愛鄉)/奇萊北峰(花蓮縣秀林鄉)/奇萊主山(花蓮縣秀林鄉)
20518,107年04月07日,3,1,大霸群峰(苗栗縣泰安鄉)
20519,107年04月07日,2,10,玉山主峰(嘉義縣阿里山鄉)
20520,107年04月07日,3,2,武陵四秀(臺中市和平區)
20521,107年04月07日,3,8,三叉向陽嘉明湖(臺東縣海端鄉)/三叉向陽嘉明湖(高雄市桃源區)
20522,107年04月07日,1,9,東卯山(臺中市和平區)
20523,107年04月07日,2,13,白姑大山(臺中市和平區)/白姑大山(南投縣仁愛鄉)
20524,107年04月07日,3,8,三叉向陽嘉明湖(臺東縣海端鄉)/三叉向陽嘉明湖(高雄市桃源區)
20525,107年04月07日,3,2,三叉向陽嘉明湖(臺東縣海端鄉)
20526,107年04月07日,3,2,雪山主東峰(臺中市和平區)
20527,107年04月07日,4,2,基隆山(臺中市和平區)
20528,107年04月07日,5,3,大霸群峰(苗栗縣泰安鄉)/武陵四秀(臺中市和平區)
20529,107年04月07日,2,2,北大武山(屏東縣泰武鄉)
20530,107年04月07日,2,1,武陵四秀(臺中市和平區)
20531,107年04月07日,1,6,雪山主東峰(臺中市和平區)
20532,107年04月07日,3,2,奇萊主北峰(南投縣仁愛鄉)/奇萊主北峰(花蓮縣秀林鄉)/奇萊主山(南投縣仁愛鄉)/奇萊北峰(花蓮縣秀林鄉)/奇萊主山(花蓮縣秀林鄉)
20533,107年04月07日,1,7,玉山主西峰(嘉義縣阿里山鄉)
20534,107年04月07日,2,2,雪山主東峰(臺中市和平區)
20535,107年04月07日,1,10,玉山主西峰(嘉義縣阿里山鄉)
20536,107年04月07日,2,2,雪山主東峰(臺中市和平區)
20537,107年04月07日,3,12,大霸群峰(苗栗縣泰安鄉)
20538,107年04月07日,3,8,大霸群峰(苗栗縣泰安鄉)
20539,107年04月07日,2,1,玉山群峰(嘉義縣阿里山鄉)
20540,107年04月07日,3,3,雪山主東峰(臺中市和平區)
20541,107年04月07日,1,2,武陵四秀(臺中市和平區)
20542,107年04月07日,2,6,玉山群峰(嘉義縣阿里山鄉)
20543,107年04月07日,3,1,翠池(苗栗縣泰安鄉)/雪山主東峰(臺中市和平區)
20544,107年04月07日,2,1,合歡群峰(南投縣仁愛鄉)/合歡西北峰(南投縣仁愛鄉)
20545,107年04月07日,1,10,松蘿湖(宜蘭縣大同鄉)
20546,107年04月07日,2,5,武陵四秀(臺中市和平區)
20547,107年04月07日,3,6,武陵四秀(臺中市和平區)
20548,107年04月07日,2,33,北大武山(屏東縣泰武鄉)
20549,107年04月07日,1,6,畢祿山(南投縣仁愛鄉)/畢祿山(花蓮縣秀林鄉)
20550,107年04月07日,1,1,波津加山(臺中市和平區)
20551,107年04月07日,1,6,畢祿山(南投縣仁愛鄉)/畢祿山(花蓮縣秀林鄉)
20552,107年04月07日,1,1,北插天山(桃園市復興區)
20553,107年04月07日,1,1,錐麓古道(花蓮縣秀林鄉)
20554,107年04月07日,1,1,玉山主西峰(嘉義縣阿里山鄉)
20555,107年04月07日,1,1,馬崙山(臺中市和平區)
20556,107年04月07日,3,2,雪山主東峰(臺中市和平區)
20557,107年04月07日,1,15,羊頭山(花蓮縣秀林鄉)
20558,107年04月07日,1,3,馬崙山(臺中市和平區)
20559,107年04月07日,1,2,錐麓古道(花蓮縣秀林鄉)
20560,107年04月07日,1,8,羊頭山(花蓮縣秀林鄉)
20561,107年04月07日,1,3,東卯山(臺中市和平區)
20562,107年04月07日,1,7,浸水營古道(屏東縣春日鄉)/浸水營古道(臺東縣大武鄉)
20563,107年04月07日,2,2,三叉向陽嘉明湖(臺東縣海端鄉)
20564,107年04月07日,4,5,大霸群峰(苗栗縣泰安鄉)
20565,107年04月07日,2,2,武陵四秀(臺中市和平區)
20566,107年04月07日,1,2,錐麓古道(花蓮縣秀林鄉)
20567,107年04月07日,2,5,雪山主東峰(臺中市和平區)
20568,107年04月07日,2,2,玉山主峰(嘉義縣阿里山鄉)/玉山主東峰(南投縣信義鄉)/玉山主東峰(嘉義縣阿里山鄉)
20569,107年04月07日,1,2,郡大山(南投縣信義鄉)
20570,107年04月07日,3,10,大霸群峰(苗栗縣泰安鄉)
20571,107年04月07日,3,10,大霸群峰(苗栗縣泰安鄉)
20572,107年04月07日,1,1,松蘿湖(宜蘭縣大同鄉)
20573,107年04月07日,1,2,玉山主峰(嘉義縣阿里山鄉)
20574,107年04月07日,2,11,合歡越嶺古道(花蓮縣秀林鄉)
20575,107年04月07日,3,8,雪山主東峰(臺中市和平區)
20576,107年04月07日,1,15,浸水營古道(屏東縣春日鄉)/浸水營古道(臺東縣大武鄉)
20577,107年04月07日,1,1,郡大山(南投縣信義鄉)
20578,107年04月07日,2,7,武陵四秀(新竹縣尖石鄉)
20579,107年04月07日,1,1,馬崙山(臺中市和平區)
20580,107年04月07日,1,2,那結山(桃園市復興區)
20581,107年04月07日,2,7,品田山(臺中市和平區)/池有山(臺中市和平區)
20582,107年04月07日,1,2,那結山(桃園市復興區)
20583,107年04月07日,1,7,玉山主峰(嘉義縣阿里山鄉)
20584,107年04月07日,1,2,合歡北峰(南投縣仁愛鄉)/合歡西峰(南投縣仁愛鄉)
20585,107年04月07日,2,4,玉山群峰(嘉義縣阿里山鄉)
20586,107年04月08日,1,2,小奇萊步道(南投縣仁愛鄉)
20587,107年04月08日,7,5,南二段(臺東縣海端鄉)/南二段(南投縣信義鄉)
20588,107年04月08日,1,1,合歡西峰(南投縣仁愛鄉)
20589,107年04月08日,1,1,檜谷山莊(屏東縣泰武鄉)
20590,107年04月08日,1,12,檜谷山莊(屏東縣泰武鄉)
20591,107年04月08日,1,2,稍來山(臺中市和平區)/鳶嘴山(臺中市和平區)
20592,107年04月08日,1,2,檜谷山莊(屏東縣泰武鄉)
20593,107年04月08日,1,3,鳶嘴山(臺中市和平區)
20594,107年04月08日,1,4,北插天山(桃園市復興區)
20595,107年04月08日,1,4,檜谷山莊(屏東縣泰武鄉)
20596,107年04月08日,1,4,鳶嘴山(臺中市和平區)
20597,107年04月08日,1,1,檜谷山莊(屏東縣泰武鄉)
20598,107年04月08日,1,2,鳶嘴山(臺中市和平區)
20599,107年04月08日,1,2,鳶嘴山(臺中市和平區)
20600,107年04月08日,1,2,鳶嘴山(臺中市和平區)
20601,107年04月08日,1,3,合歡群峰(南投縣仁愛鄉)
20602,107年04月08日,1,2,雪見(苗栗縣泰安鄉)
20603,107年04月08日,1,2,北插天山(桃園市復興區)
20604,107年04月08日,1,3,大同部落(花蓮縣秀林鄉)
20605,107年04月08日,1,4,松蘿湖(宜蘭縣大同鄉)
20606,107年04月08日,1,2,松蘿湖(宜蘭縣大同鄉)
20607,107年04月08日,2,6,松蘿湖(宜蘭縣大同鄉)
20608,107年04月08日,2,8,玉山主北北峰(嘉義縣阿里山鄉)
20609,107年04月08日,1,6,鳶嘴山(臺中市和平區)
20610,107年04月08日,2,2,加羅湖(宜蘭縣大同鄉)
20611,107年04月08日,1,1,郡大山(南投縣信義鄉)
20612,107年04月08日,1,2,錐麓古道(花蓮縣秀林鄉)
20613,107年04月08日,1,5,大禮部落(花蓮縣秀林鄉)
20614,107年04月08日,1,3,合歡北峰(南投縣仁愛鄉)
20615,107年04月08日,1,2,鳶嘴山(臺中市和平區)
20616,107年04月08日,1,5,鳶嘴山(臺中市和平區)
20617,107年04月08日,1,1,鳶嘴山(臺中市和平區)
20618,107年04月08日,1,4,錐麓古道(花蓮縣秀林鄉)
20619,107年04月08日,1,1,雪見(苗栗縣泰安鄉)
20620,107年04月08日,1,8,鳶嘴山(臺中市和平區)
20621,107年04月08日,1,10,砂婆澢溪(花蓮縣秀林鄉)
20622,107年04月08日,1,38,雪見(苗栗縣泰安鄉)
20623,107年04月08日,1,2,錐麓古道(花蓮縣秀林鄉)
20624,107年04月08日,1,3,雪見(苗栗縣泰安鄉)
20625,107年04月08日,1,11,鳶嘴山(臺中市和平區)
20626,107年04月08日,1,3,砂卡噹溪上游(花蓮縣秀林鄉)
20627,107年04月08日,1,3,鳶嘴山(臺中市和平區)
20628,107年04月08日,1,11,鳶嘴山(臺中市和平區)
20629,107年04月08日,1,2,塔蔓山(桃園市復興區)
20630,107年04月08日,1,4,錐麓古道(花蓮縣秀林鄉)
20631,107年04月08日,1,2,塔蔓山(桃園市復興區)
20632,107年04月08日,1,4,郡大山(南投縣信義鄉)
20633,107年04月08日,1,2,錐麓古道(花蓮縣秀林鄉)
20634,107年04月08日,3,2,雪山主東峰(臺中市和平區)
20635,107年04月08日,1,4,鳶嘴山(臺中市和平區)
20636,107年04月08日,1,2,小奇萊步道(南投縣仁愛鄉)
20637,107年04月08日,1,5,合歡西北峰(南投縣仁愛鄉)
20638,107年04月08日,1,6,雪見(苗栗縣泰安鄉)
20639,107年04月08日,1,1,砂卡噹溪上游(花蓮縣秀林鄉)
20640,107年04月08日,1,1,雪見(苗栗縣泰安鄉)
20641,107年04月08日,1,6,砂卡噹溪上游(花蓮縣秀林鄉)
20642,107年04月08日,1,2,雪見(苗栗縣泰安鄉)
20643,107年04月08日,2,1,松蘿湖(宜蘭縣大同鄉)
20644,107年04月08日,1,3,小關山林道(高雄市桃源區)
20645,107年04月08日,1,3,小關山林道(高雄市桃源區)
20646,107年04月08日,1,2,大禮部落(花蓮縣秀林鄉)
20647,107年04月08日,1,4,大同部落(花蓮縣秀林鄉)
20648,107年04月08日,1,2,鳶嘴山(臺中市和平區)
20649,107年04月08日,1,4,雪見(苗栗縣泰安鄉)
20650,107年04月08日,1,2,綠水文山步道(花蓮縣秀林鄉)
20651,107年04月08日,1,7,雪見(苗栗縣泰安鄉)
20652,107年04月08日,3,1,玉山主峰(嘉義縣阿里山鄉)
20653,107年04月08日,1,8,合歡西北峰(南投縣仁愛鄉)
20654,107年04月08日,1,2,浸水營古道(屏東縣春日鄉)
20655,107年04月08日,1,2,大禮部落(花蓮縣秀林鄉)
20656,107年04月08日,1,2,大禮部落(花蓮縣秀林鄉)
20657,107年04月08日,1,14,武界(南投縣仁愛鄉)
20658,107年04月08日,1,2,塔蔓山(桃園市復興區)
20659,107年04月08日,2,2,北大武山(屏東縣泰武鄉)
20660,107年04月08日,1,4,大漢林道(屏東縣春日鄉)
20661,107年04月08日,2,2,雪山主東峰(臺中市和平區)
20662,107年04月08日,2,2,玉山主北峰(南投縣信義鄉)
20663,107年04月08日,1,3,鳶嘴山(臺中市和平區)
20664,107年04月08日,1,1,合歡西峰(南投縣仁愛鄉)
20665,107年04月08日,2,2,玉山主北北峰(嘉義縣阿里山鄉)
20666,107年04月08日,1,3,雪見(苗栗縣泰安鄉)
20667,107年04月08日,1,410,霧台村(屏東縣霧臺鄉)
20668,107年04月08日,1,407,霧台村(屏東縣霧臺鄉)
20669,107年04月08日,1,411,霧台村(屏東縣霧臺鄉)
20670,107年04月08日,1,415,霧台村(屏東縣霧臺鄉)
20671,107年04月08日,2,5,松蘿湖(宜蘭縣大同鄉)
20672,107年04月08日,2,1,郡大山(南投縣信義鄉)
20673,107年04月08日,1,5,郡大山(南投縣信義鄉)/郡大林道(南投縣信義鄉)
20674,107年04月08日,2,8,合歡西峰(南投縣仁愛鄉)
20675,107年04月08日,3,7,三叉向陽嘉明湖(高雄市桃源區)/三叉向陽嘉明湖(臺東縣海端鄉)
20676,107年04月08日,1,5,合歡西北峰(南投縣仁愛鄉)
20677,107年04月08日,1,10,玉山主峰(嘉義縣阿里山鄉)
20678,107年04月08日,3,10,三叉向陽嘉明湖(臺東縣海端鄉)
20679,107年04月08日,2,5,西巒大山(南投縣信義鄉)
20680,107年04月08日,2,7,合歡西北峰(南投縣仁愛鄉)
20681,107年04月08日,1,4,合歡北峰(南投縣仁愛鄉)
20682,107年04月08日,1,1,雪山主東峰(臺中市和平區)
20683,107年04月08日,1,1,雪山主東峰(臺中市和平區)
20684,107年04月08日,1,1,玉山主西峰(嘉義縣阿里山鄉)
20685,107年04月08日,2,2,武陵四秀(臺中市和平區)
20686,107年04月08日,1,2,志佳陽山(臺中市和平區)
20687,107年04月08日,1,2,武陵四秀(臺中市和平區)
20688,107年04月08日,3,18,三叉向陽嘉明湖(臺東縣海端鄉)
20689,107年04月08日,3,9,武陵四秀(臺中市和平區)
20690,107年04月08日,3,1,三叉向陽嘉明湖(臺東縣海端鄉)
20691,107年04月08日,1,2,武陵四秀(臺中市和平區)
20692,107年04月08日,3,3,北大武山(屏東縣泰武鄉)
20693,107年04月08日,1,1,檜谷山莊(屏東縣泰武鄉)
20694,107年04月08日,2,7,唐馬丹山(臺中市和平區)/阿冷山(臺中市和平區)/白毛山(臺中市和平區)
20695,107年04月08日,3,1,三叉向陽嘉明湖(臺東縣海端鄉)
20696,107年04月08日,2,2,雪山主東峰(臺中市和平區)
20697,107年04月08日,2,38,大同部落(花蓮縣秀林鄉)/大禮部落(花蓮縣秀林鄉)
20698,107年04月08日,1,2,馬崙山(臺中市和平區)
20699,107年04月08日,2,2,雪山主東峰(臺中市和平區)
20700,107年04月08日,1,3,馬崙山(臺中市和平區)
20701,107年04月08日,1,2,太魯閣大山(花蓮縣秀林鄉)
20702,107年04月08日,2,2,雪山主東峰(臺中市和平區)
20703,107年04月08日,3,4,玉山群峰(嘉義縣阿里山鄉)
20704,107年04月08日,2,2,武陵四秀(臺中市和平區)
20705,107年04月08日,1,12,玉山主西峰(嘉義縣阿里山鄉)
20706,107年04月08日,1,1,北插天山(桃園市復興區)
20707,107年04月08日,2,6,北大武山(屏東縣泰武鄉)
20708,107年04月08日,3,4,大霸群峰(苗栗縣泰安鄉)
20709,107年04月08日,3,1,北大武山(屏東縣泰武鄉)
20710,107年04月08日,1,2,錐麓古道(花蓮縣秀林鄉)
20711,107年04月08日,1,1,北大武山(屏東縣泰武鄉)
20712,107年04月08日,3,9,三叉向陽嘉明湖(臺東縣海端鄉)
20713,107年04月08日,3,9,大霸群峰(苗栗縣泰安鄉)
20714,107年04月08日,1,1,錐麓古道(花蓮縣秀林鄉)
20715,107年04月08日,3,1,武陵四秀(臺中市和平區)
20716,107年04月08日,2,2,玉山前峰(嘉義縣阿里山鄉)/玉山主峰(嘉義縣阿里山鄉)
20717,107年04月08日,1,12,玉山前峰(嘉義縣阿里山鄉)
20718,107年04月08日,1,9,玉山前峰(嘉義縣阿里山鄉)
20719,107年04月08日,1,1,玉山前峰(嘉義縣阿里山鄉)
20720,107年04月08日,2,2,雪山主東峰(臺中市和平區)
20721,107年04月08日,1,20,檜谷山莊(屏東縣泰武鄉)
20722,107年04月08日,2,2,玉山主峰圓峰(嘉義縣阿里山鄉)
20723,107年04月08日,1,33,錐麓古道(花蓮縣秀林鄉)
20724,107年04月08日,3,4,鈴鳴山(臺中市和平區)/閂山(臺中市和平區)/桃山(臺中市和平區)/裡冷產業道路(臺中市和平區)/鈴鳴山(花蓮縣秀林鄉)
20725,107年04月08日,2,2,玉山群峰(南投縣信義鄉)
20726,107年04月08日,4,3,南湖群峰(臺中市和平區)/南湖群峰(宜蘭縣大同鄉)/南湖中央尖山(臺中市和平區)/南湖中央尖山(花蓮縣秀林鄉)/南湖大山(臺中市和平區)/南湖大山(宜蘭縣大同鄉)
20727,107年04月08日,1,1,塔蔓山(桃園市復興區)
20728,107年04月08日,2,1,玉山前五峰(南投縣信義鄉)
20729,107年04月08日,1,6,錐麓古道(花蓮縣秀林鄉)
20730,107年04月08日,1,6,錐麓古道(花蓮縣秀林鄉)
20731,107年04月08日,1,3,北大武山(屏東縣泰武鄉)
20732,107年04月08日,3,2,南湖群峰(臺中市和平區)/南湖群峰(宜蘭縣大同鄉)/南湖中央尖山(臺中市和平區)/南湖中央尖山(花蓮縣秀林鄉)/南湖大山(臺中市和平區)/南湖大山(宜蘭縣大同鄉)
20733,107年04月08日,1,1,鳶嘴山(臺中市和平區)
20734,107年04月08日,1,1,合歡西峰(南投縣仁愛鄉)
20735,107年04月08日,1,1,北大武山(屏東縣泰武鄉)
20736,107年04月08日,1,3,馬崙山(臺中市和平區)
20737,107年04月08日,1,6,錐麓古道(花蓮縣秀林鄉)
20738,107年04月08日,3,6,三叉向陽嘉明湖(臺東縣海端鄉)
20739,107年04月08日,2,5,畢祿山(南投縣仁愛鄉)/畢祿山(花蓮縣秀林鄉)/羊頭山(花蓮縣秀林鄉)
20740,107年04月08日,2,4,北大武山(屏東縣泰武鄉)
20741,107年04月08日,2,1,武陵四秀(臺中市和平區)
20742,107年04月08日,1,1,合歡西峰(南投縣仁愛鄉)
20743,107年04月08日,1,1,玉山前峰(嘉義縣阿里山鄉)
20744,107年04月08日,1,1,合歡西北峰(南投縣仁愛鄉)
20745,107年04月08日,2,9,太平山(宜蘭縣南澳鄉)/加羅湖(宜蘭縣大同鄉)
20746,107年04月08日,3,1,三叉向陽嘉明湖(臺東縣海端鄉)
20747,107年04月08日,1,1,玉山主西峰(嘉義縣阿里山鄉)
20748,107年04月08日,3,3,雪山主東峰(臺中市和平區)
20749,107年04月08日,1,3,錐麓古道(花蓮縣秀林鄉)
20750,107年04月08日,3,8,白姑大山(南投縣仁愛鄉)/白姑大山(臺中市和平區)
20751,107年04月08日,1,1,屏風山(花蓮縣秀林鄉)
20752,107年04月08日,6,12,奇萊連峰(南投縣仁愛鄉)/奇萊連峰(花蓮縣秀林鄉)/能高安東軍山(南投縣仁愛鄉)/能高安東軍山(花蓮縣萬榮鄉)
20753,107年04月08日,1,6,錐麓古道(花蓮縣秀林鄉)
20754,107年04月08日,3,5,三叉向陽嘉明湖(臺東縣海端鄉)
20755,107年04月08日,1,1,北大武山(屏東縣泰武鄉)
20756,107年04月08日,1,4,白毛山(臺中市和平區)
20757,107年04月08日,7,7,北大武山(屏東縣泰武鄉)
20758,107年04月08日,1,2,錐麓古道(花蓮縣秀林鄉)
20759,107年04月08日,1,1,比亞毫(宜蘭縣南澳鄉)
20760,107年04月08日,2,1,屏風山(花蓮縣秀林鄉)
20761,107年04月08日,2,21,北合歡山(南投縣仁愛鄉)/合歡北峰(南投縣仁愛鄉)/合歡群峰(南投縣仁愛鄉)/合歡西北峰(南投縣仁愛鄉)/合歡西峰(南投縣仁愛鄉)
20762,107年04月08日,3,7,翠池(苗栗縣泰安鄉)/雪山主東峰(臺中市和平區)
20763,107年04月08日,2,10,奇萊主北峰(南投縣仁愛鄉)/奇萊主北峰(花蓮縣秀林鄉)/奇萊主山(南投縣仁愛鄉)/奇萊北峰(花蓮縣秀林鄉)/奇萊主山(花蓮縣秀林鄉)
20764,107年04月08日,2,3,瓦拉米(花蓮縣卓溪鄉)
20765,107年04月08日,1,1,雪山主東峰(臺中市和平區)
20766,107年04月08日,1,1,宜蘭縣南澳鄉各村(宜蘭縣南澳鄉)
20767,107年04月09日,4,3,中央尖山(花蓮縣秀林鄉)
20768,107年04月09日,3,5,三叉向陽嘉明湖(高雄市桃源區)/三叉向陽嘉明湖(臺東縣海端鄉)
20769,107年04月09日,2,5,桃山(臺中市和平區)
20770,107年04月09日,1,1,合歡西峰(南投縣仁愛鄉)
20771,107年04月09日,1,1,郡大山(南投縣信義鄉)
20772,107年04月09日,2,3,玉山群峰(嘉義縣阿里山鄉)
20773,107年04月09日,1,2,北大武山(屏東縣泰武鄉)
20774,107年04月09日,1,2,檜谷山莊(屏東縣泰武鄉)
20775,107年04月09日,1,11,鳶嘴山(臺中市和平區)
20776,107年04月09日,1,4,錐麓古道(花蓮縣秀林鄉)
20777,107年04月09日,1,1,檜谷山莊(屏東縣泰武鄉)
20778,107年04月09日,1,1,綠水文山步道(花蓮縣秀林鄉)
20779,107年04月09日,1,3,檜谷山莊(屏東縣泰武鄉)
20780,107年04月09日,2,2,雪山主東峰(臺中市和平區)/翠池(苗栗縣泰安鄉)
20781,107年04月09日,1,2,錐麓古道(花蓮縣秀林鄉)
20782,107年04月09日,1,3,砂婆澢溪(花蓮縣秀林鄉)
20783,107年04月09日,2,2,玉山主北北峰(嘉義縣阿里山鄉)
20784,107年04月09日,1,6,檜谷山莊(屏東縣泰武鄉)
20785,107年04月09日,2,2,玉山主北北峰(嘉義縣阿里山鄉)
